北京众成国际旅行社有限公司,150-500人,未融资,北京,['旅游顾问'],3-6千/月,[],"['\n        岗位职责:\n', '1.熟悉公司产品体系，负责公司全部旅游产品的销售及推广;\n', '2.根据公司的营销计划，执行公司销售活动，完成部门规定的销售任务;\n', '3.幵拓新市场，发展新客户，维护老客户，增加公司旅游产品销售范围;\n', '4.负责渠道客户的维护，积极收集客户的反馈信息，并主动配合各部门解决问题。\n', '任职资格:\n', '1.有旅游销售或者金融销售工作经验者优先\n', '2、性格开朗，为入热情，对工作有高度的责任心，具备良好的团队精神和不断开拓进取的精神;\n', '3、热爱销售工作，善于与人沟通，较强的语言表达能力和独立解决问题的销售能力,具备一定的商务洽谈及社交能力;\n', '4、吃苦耐劳，愿意在旅游行业内发展，并想挑战高薪证明自己能力者;\n', '5、努力完成 上级交代的任务\n', '（欢迎广大优秀应届毕业生投递）\n', '备注：入职需上一个公司离职证明\n        ']"
天津乐康源科技有限公司,少于15人,未融资,天津,['旅游顾问'],4-8千/月,"['1、五官端正，有亲和力，有责任心，办事认真', '2、为顾客介绍、推荐、安排旅游行程，帮助顾客签订旅游合同', '3、扩大、拓展旅游顾客群体']","['\n        ', '\n', '\n', '\n        ']"
深圳环宇国际旅行社有限公司,15-50人,不需要融资,深圳,['旅游顾问'],15-3万/月,"['岗位职责：\xa0', '1、熟悉国内旅游产品及供应商；', '2、设计旅游方案并进行报价；\xa0', '3、监督接待计划的实施和协助处理旅游者在途中遇到的各种问题以及销后的回访；\xa0', '4、及时反馈客户需求,汇总客户意见、建议并上报给公司。\xa0', '任职要求：\xa0', '1、大专及以上学历,男女不限；', '2、有国内旅游销售工作经验者优先；', '3、负责游客的售前咨询、报价服务及接待工作安排', '4、具有统筹协调能力', '工作时间：9:00-12:00\xa013:30-18:00\xa0大小周休息']","['\n        ', '\n        ']"
天津辉腾国际旅行社有限公司,50-150人,未融资,天津,['旅游顾问'],3-6千/月,"['本公司对以下招聘的职位，均提供系统化的上岗培训。', '销售中心（销售专员/销售主管/销售经理/高级销售经理）北京、天津、河北（石家庄）三地辉腾均有岗位招聘', '\xa0', '岗位职责：', '1.\xa0熟悉公司产品体系，负责公司全部旅游产品的销售及推广；', '2.\xa0根据公司的营销计划，执行公司销售活动，完成部门规定的销售任务；', '3.\xa0开拓新市场，发展新客户，维护老客户，增加公司旅游产品销售范围；', '4.\xa0负责渠道客户的维护，积极收集客户的反馈信息，并主动配合各部门解决问题。', '\xa0', '任职资格：', '1、高中以上学历，1年以上旅游线路销售经验者优先考虑；', '2、性格开朗，为人热情，对工作有高度的责任心，具备良好的团队精神和不断开拓进取的精神；', '3、热爱销售工作，善于与人沟通，较强的语言表达能力和独立解决问题的销售能力，具备一定的商务洽谈及社交能力；', '4、吃苦耐劳，愿意在旅游行业内发展，并想挑战高薪证明自己能力者；', '5、具有同行销售经验者优先考虑。', '\xa0', '薪酬待遇：', '非正式员工薪资组成：', '试用（实习）期工资：3000月（1月-2月）+提成+宿舍', '见习期工资：所见习岗位正式员工薪资低一级（1个月）。\xa0', '正式员工薪资组成：', '销售专员底薪：5500（基本工资+绩效工资）+绩效提成（月结）+保险+宿舍', '（人力资源根据2018年度数据统计，该岗位年薪10W-15W）', '销售主管底薪：6500（基本工资+绩效工资）+绩效提成（月结）+保险+宿舍', '（人力资源根据2018年度数据统计，该岗位年薪12W-18W）', '销售经理底薪：7500（基本工资+绩效工资）+绩效提成（月结）+保险+宿舍', '（人力资源根据2018年度数据统计，该岗位年薪16W-25W）', '高级销售经理底薪：9000（基本工资+绩效工资）+绩效提成（月结）+保险+宿舍', '（人力资源根据2018年度数据统计，该岗位年薪18W-27W）', '\xa0', '备注：以上薪资金额均为最低工资金额，由人力资源部门根据个人实际价值及个人能力情况综合评估确定最终薪资。']","['\n        ', '\n', '\n', '\n        ']"
大连山海慧夕阳红国际旅行社有限公司南京分公司,50-150人,不需要融资,南京,['旅游顾问'],4-8千/月,"['我们是旅行社，集团本部直聘的岗位，无任何中介费用。', '\xa01.1平时日常工作主要是收集客户资料，以公司的活动吸引客户报名，我们前期会赠送客户免费一日游作为体验。以及礼品赠送，三个月后主要负责客户维护', '\xa01.2有客户报名参团后，我们以会销的模式向客户推荐旅游线路。会有讲师和主持人做介绍。我们所有的客户都是纯旅游，纯玩性质的，没有带出去强制消费。所有的景点，门票，住宿，餐费，车费都包含在一起，不用另外交钱。\xa0', '1.3我们省内省外发团除了导游外，会有我们本公司两到三名工作人员陪同，国外游至少一名陪同。如果涉及陪团外出产生所有费用都由公司报销。', '\xa0员工福利\xa0！！！', '1.三千底薪无责+提成。', '\xa02.三个月后交五险，或社保补贴', '\xa03.参会或带团包工作餐\xa0', '年龄：18-38周岁']","['\n        ', '\n        ']"
成都蜀游天下国际旅行社有限公司,500-2000人,不需要融资,成都,['旅游顾问'],5-1万/月,"['我们蜀游天下虽然有钱，有才，有能力，但在茫茫人海中，我们只为等你来！\xa0\ue32e\ue32e\ue32e\ue32e', '【招聘条件】', '1、18一25周岁，品行端正，男女不限。\xa0', '2、有责任心。', '3、具备快速的学习能力。有无经验均可', '4、反应敏捷、表达能力强，具有较强的沟通能力，具有亲和力。', '5、能力体现：口齿清晰，善于表达，勤奋刻苦，良好的抗压能力及较强的团队协作精神，有强烈的上进心。', '6、能吃苦耐劳、有强烈的企图心（目标需要靠自己的付出去实现）\xa0', '【工作内容】', '开发和维护客户，为客户介绍游路线，国内旅游路线销售', '我们和传统旅行社是不一样的', '我们一站式服务的旅游，每个月会推不同的旅游路线', '所以我们需要电话邀约客户（公司提供客户资源，电话邀约），到给客户介绍旅游线路，到发团，我们都需要参与', '平时工作就是打电话邀约客户，让客户来公司，客户资源公司提供，我们会主推近郊游旅游路线，有购物店（当地特色和特产），客户自愿购买，然后我们有专业路线规划师来给客户讲解旅游路线说明，让他们报团出去玩，你需要陪同客户一起旅游，主要就是带他们玩好，服务好他们，还有就是给客户拍照，解决旅行中的一些临时问题', '【薪资待遇】', '提成5%', '（底薪2500+提成+五险+节日福利+包住宿…三个月后购买社保）\xa0', '正常干3000---4000元/月\xa0', '努力干4000---6000元/月', '使劲干6000---10000元/月\xa0', '拼命干：不封顶，1年买房\xa0\ue107', '1、带薪年假，五险，节日福利。\xa0', '2、广阔的职业发展空间，优秀公司员工享受储备干部培养优先权。', '【上班时间】', '早上8:30\xa0-\xa0下午5:30，中午午休2个小时', '周末单休，节假日放假', '【发展路线】', '旅游顾问–见习主管–旅游主管–见习经理–部门经理', '虚位以待，只为等你。', '有意向者请主动联系！！！']","['\n        ', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n        ']"
四川航空旅行社有限公司第二分公司,50-150人,不需要融资,成都,['旅游顾问'],5-8千/月,"['岗位职责：', '1.负责旅游门店的客户接待，旅游协助工作，以及旅游售后相关的服务；', '2.负责旅游客户资料的整理，分类；', '3.全面解答客户对旅游线路的咨询，将旅游线路的详细信息及特色正确的传达给客人;', '4.为游客安排好旅游行程，并落实先关事宜；负责外出广告宣传促销工作。', '任职要求：', '1.年龄20-35岁之间，有激情，对事情认真负责；', '2.有耐心，善于与客户沟通、喜欢旅游；', '3.有团队协作精神，善于挑战。', '薪资福利：', '1.综合薪资5000-8000左右；', '2.年终奖，节假日福利、出国旅游、社保、部分门店提供住宿；', '3.公司现处于飞速发展时期，表现优异者可一年内直接晋升所在旅游门店主管/经理。', '（接受不返回学校上课的全职实习生，入职三个月之后可以签订实习证明和盖章。）']","['\n        ', '\n        ']"
成都德亲生物技术有限公司,50-150人,不需要融资,成都,['旅游顾问'],5-1万/月,[],"['\n        成都18家直营门店+11个地级市场就近分配。\n', '岗位职责：\n', '1、进行客户的开发及收集市场和客户的反馈；\n', '2、进行公司旅游产品的推广、销售；\n', '3、维护与客户的关系并提供专业咨询及售后服务\n', '任职要求：\n', '1、20-28岁，中专及以上学历；\n', '2、旅游管理、市场营销等相关专业优先；\n', '3、孝敬父母及长辈，每周至少与父母通话1次；\n', '4、愿意从事旅游行业，认同企业文化；\n', '5、接受优秀、有梦想的优秀应届毕业生；\n', '其他：\n', '1、社保+商业保险+旅游团建+员工生日会+带薪培训\n', '2、无上限、无阶梯提成，直接给到最大提成值，你能创造多大价值，就能匹配你最满意的薪资；\n        ']"
北京明夷同人旅游咨询服务有限公司,500-2000人,天使轮,北京,['旅游顾问'],10-1.5万/月,"['职位详情', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0公司有四大板块农场、养老、旅居，公司是一个多元化的平台。为了扩大公司规模、开拓市场，现阶段大量招人，底薪加提成，提点多样化，发展空间大。', '职位要求：', '1.负责公司的旅游路线行程，介绍旅游路线', '2.开拓新市场，发展新客户，主管带领团队协作，公司提供优质客源', '3.与客户建立良好关系，维护客户关系，做好客户分析', '4.根据公司策划的活动，执行完成客户服务', '5.公司多元化发展，改变传统销售模式，更能保障新人薪资收入（包括：旅游，旅居，养老，保险等）', '6.工作时间朝九晚六，中午休息一个半小时，双休', '7.热爱旅游的赶快加入我们吧', '任职要求：', '1.18-50岁，男女不限，对销售行业充满热情', '2.学历不限，热爱旅游，热爱销售推广工作，对目标达成欲望强', '3.性格开朗，有较好的沟通表达能力，业务谈判能力', '4.吃苦耐劳，具有较强的抗压能力', '薪资待遇：', '1.工资：基本工资+绩效提成，平均工资两万五左右', '2.入职转正之后有六险，补充商业险', '3.公司入职6个月有一次评级活动，优秀者竞争管理岗位', '在这里您将获得高额的底薪+高额的销售提成，月薪轻松过万，系统的销售培训帮你快速提高工作效率轻松的工作环境让工作变得更快乐！']","['\n        ', '\n        ']"
香格里拉市康辉旅行社有限公司,15-50人,不需要融资,南昌,['旅游顾问'],5-1万/月,"['一：负责与客户规划旅游行程路线', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0回复客户的日常问答', '二：与在玩游中的游客做好对接工作', '三：无需个人找资源\xa0公司提供', '四：无需东奔西跑\xa0室内办公\xa0', '五：基本工资+餐补+年底双薪+高额提成', '六：从事过旅游行业者优先']","['\n        ', '\n        ']"
威海必达行夕阳红国际旅行社有限公司,15-50人,不需要融资,威海,['旅游顾问'],4-8千/月,"['公司主要做夕阳红旅游，针对的是老年人群，只做旅游，不销售保健品和理财投资。', '工作内容就是销售公司发布的旅游路线，维护客户关系。', '提成制度，无坐班，能者多劳，劳者多得。', '底薪＋提成＋奖金＋社保＋带薪年假＋免费旅游＋免费住宿\xa0每月团建。', '有经验的更好，没有经验会有免费培训，老人也会带新人。']","['\n        ', '\n        ']"
江苏途一乐国际旅行社有限公司,15-50人,B轮,南京,['旅游顾问'],4-8千/月,"['【公司详情】', '江苏途一乐国际旅行社有限公司，是南京天驰集团公司旗下负责旅行社业务的全资子公司。集团公司成立于2012年，注册资金1000万。（集团）公司完成了途一乐旅游业“航母型”合并重组。目前，江苏途一乐国际旅行社有限公司旗下拥有遍及全国、延伸海外的300多家旅行社，在品牌实力、业务规模、服务品质等各方面均名列前茅，成为旅游行业的后起之秀，重新树立旅游行业新的风向标。', '因公司扩大经营，现面向全社会大量招聘各类英才。', '一、岗位职责：', '1、实施目标市场的销售计划，建立、维护客户关系；', '2、独立或配合实施本组所负责的业务区域的公关、推广、策划、维护工作；', '3、对市场进行调研和分析，对线路产品提供有效建议。', '二、岗位要求：', '1、热爱旅游，无工作经验亦可，公司可培训；', '2、与人有良好的沟通力，遇到问题应变能力强，有团队合作精神', '3、做事认真细致，有责任心，不怕吃苦。', '三、福利待遇', '1、无责底薪3000~3500+高额提成5%-12%+奖金，努力实干月薪过万不是梦；', '2、交五险，包食宿，一天工作8小时，弹性工作时间，单休，节假日正常休；', '3、入职以后享有超长带薪年假12-15天左右+过节费+节日礼品+不定期旅游；']","['\n        ', '\n        ']"
北京惠享乐福旅游有限公司,15-50人,不需要融资,北京,['旅游顾问'],8-1.2万/月,"['【岗位薪资】', '无责任底薪3500＋绩效＋奖金＋高提成1-6%综合薪资8000-15000（根据能力，薪资上不封顶)。', '【福利待遇】', '1.公司提供员工宿舍，２人一间，环境好，交通方便。', '２.工作时间8:00-17:00', '３.全勤奖+话补+交补+出团补+月度/季度/半年度/年度奖金5000-60000+晋升空间（论能力)', '【工作内容】', '1.通过微信、qq、电话、外出展业，社区宣传推广等方式开发收集目标客户。', '2.给客户讲解公司基本情况及月度，年度旅游计划。', '3.负责了解客户需求，讲解公司会员政策及福利，引导客户成为公司会员，完成工作任务。', '4.定期维护客户，解决客户疑问，保证客户满意度，促进客户转介绍。', '5.后期负责跟团出行，确保客户出行质量及公司相关利益。']","['\n        ', '\n        ']"
盈科美辰国际旅行社有限公司北京石景山区苹果园门市部,少于15人,不需要融资,北京,['旅游顾问'],5-1万/月,"['旅游销售行业是以旅游路线为产品，需要销售以宣传推广积攒客户。我们的客户一般情况下是有意向（旅游目的地和心中价位）来咨询旅游线路，销售需根据客人要求来推荐产品来做报价。达到客户要求度后签约。', '1.\xa0通过电话或地面推广以及拜访等有效方式,开发所辖区域内客户及维护客户关系。', '2.\xa0面向广大群众推广宣传公司品牌,并为其提供旅游产品咨询服务。', '3.\xa0定期拜访辖区客户：收集市场信息、开发新客户、拓展和维护老客户。', '4.\xa0定期向同行旅行社或地接社收取产品计划信息，完成散客收客任务。', '5.\xa0负责跟进客户全程进度。']","['\n        ', '\n        ']"
四川航空旅行社有限公司第二分公司,50-150人,不需要融资,成都,['旅游顾问'],5-1万/月,"['1.负责旅游门店的客户接待，旅游协助工作，以及旅游售后相关的服务；', '2.负责旅游客户资料的整理，分类；', '3.全面解答客户对旅游线路的咨询，将旅游线路的详细信息及特色正确的传达给客人;', '4.为游客安排好旅游行程，并落实先关事宜；负责外联广告宣传促销工作。', '任职要求：', '1.年龄20-35岁之间，有激情，对事情认真负责；', '2.有耐心，善于与客户沟通、喜欢旅游；', '3.有团队协作精神，善于挑战。', '薪资福利：', '1.无责底薪3000，提成3%-5%，综合薪资5000-8000左右；', '2.早八晚六，年终奖，节假日福利、出国旅游、社保、提供住宿；', '3.公司现处于飞速发展时期，表现优异者可一年内直接晋升所在旅游门店主管/经理。']","['\n        ', '\n        ']"
山东万达国际旅行社有限公司淄博市张店区营业部,15-50人,上市公司,淄博,['旅游顾问'],3-6千/月,"['1.为客户介绍旅游路线和价格，让客户报旅游团即可', '2.不限经验，公司专业的统一培训', '3.每月没有考核任务，想锻炼自己想挣钱就报名吧', '4.月休四天，每月3000+5%的提成，每月10号发放工资', '5.工作时间:早上8:00-下午6:00']","['\n        ', '\n        ']"
成都优美逸途旅行社有限公司,15-50人,不需要融资,成都,['旅游顾问'],4-8千/月,"['岗位职责', '1、负责飞猪马蜂窝等平台的在线咨询，在线销售出境自由行产品；', '2、解答客户对海外自由行产品的疑问，了解客户需求，提供自助旅行专业化建议，完成销售任务。', '3、跟踪订单保证服务的全程落实和执行，确保客户及时收到预定反馈。', '任职资格：', '1、大专以上学历，英语、旅游、市场营销等相关专业优先；', '2、性格开朗，思维敏捷，沟通能力强；', '3、热爱旅游行业，具有耐心、细心、热情、主动的服务意识，能承受一定的工作压力；', '4、根据公司需要，适应轮班工作。', '注：要求已毕业，拿到毕业证书的应届学生，不招实习生。', '福利待遇', '底薪3.5K+绩效+提成+双休+五险+夜班补贴']","['\n        ', '\n        ']"
南京国际旅行社有限责任公司,50-150人,天使轮,南京,['旅游顾问'],3-5千/月,['名单我们自己有，只需要旅游顾问通过打电话的方式去约客户。约过来的客户我们有专业的人员帮你去谈单，成交了提成就算你的。提成点是15到30个点。每天早上9点到下午6点上下班，中午休息两个小时。来到我们南京国旅月薪过万不是问题。'],"['\n        ', '\n        ']"
北京环航世纪旅游有限公司,150-500人,未融资,北京,['旅游顾问'],8-1.5万/月,"['1.无责底薪+高提成（不设封顶）+节日福利+员工活动；月薪轻松过10000+', '2、年底分红、员工宿舍、节假日福利、员工旅游、员工体检、父母孝顺金；', '3、公司为所有员工提供专业、系统的岗前带薪培训以及后继职业技能培训，有经验丰富的老员工带新员工；', '4、客户资源充足，简单好做；', '5、工作时间：朝9晚6+带薪年假；', '6、工作环境：独立办公席位、液晶电脑、中央空调；', '7、广阔的晋升空间：每年4次竞聘上岗（销售专员-销售主管-高级主管-部门经理-销售总监）；', '年龄20-40岁']","['\n        ', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n        ']"
